tottr,hhmem,mode_category,duration_min,trip_distance_miles,air_trip_distance_miles,arr_time,dep_time,city_from_zip,travel_date,gender,age,citizen,driver_license,transit_pass,car_sharing,employment,job_count,empl_sec_loc,workday_count,hour_per_week,workday_flex,commute_mode,empl_industry,empl_occupation,disabled,transit_trip,transit_subsidy,walk_trips,bike_trips,student,school_grade,school_city,school_mode,education,person_trips,race,workday_range,incentive,vehicle_count,bike_count,residence_type,home_own,income,persons_count,worker_count,student_count,license_count,trip_count,home_city,vehicle_op_count,home_primarycity,WMO_code,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_dur (s),total_ precip (mm),rain (mm),snowfall (cm),precip_hours (h),model_year,body_type,fuel_type1,purchase_type,ownership,transmission,cylinders,veh_type
1.0,0.0,1.0,2.0,0.0459715819880826,0.0367532601235919,10:52:00,10:50:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,1.0,1.0,0.139612321893666,0.0535850329125694,11:08:00,11:07:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,50.0,2.19718154270702,2.194705536193476,12:00:00,11:10:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
4.0,0.0,5.0,15.0,5.16248194711513,3.391670493137793,12:45:00,12:30:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
4.0,0.0,5.0,5.0,0.244772937265549,0.1983726057553195,15:20:00,15:15:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
4.0,0.0,5.0,10.0,5.36249656869068,4.297288927205805,15:35:00,15:25:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
4.0,0.0,5.0,5.0,1.18703551104602,0.9851054824006,15:50:00,15:45:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,5.0,2.35142141297212,2.2564010012885114,16:00:00,15:55:00,San Francisco Bay Area,2012-05-09,2.0,59.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,92.0,25.0,2.0,0.0,2.0,28.0,0.0,2.0,6.0,SAN MATEO,5.0,6.0,10.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,1,1,5,2,4,1,1,1,1,10,SAN CARLOS,1.0,SAN CARLOS,2.0,19.8,10.4,14.4,12.6,50597.78,0.0,0.0,0.0,0.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,25.0,7.03737,4.546989092448895,09:25:00,09:00:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,25.0,7.03737384790463,4.548552186863272,11:55:00,11:30:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,25.0,7.02699040580414,5.474043675178649,18:05:00,17:40:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,24.0,30.0,19.1241456589427,16.422167107702656,18:40:00,18:10:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,1.0,13.0,0.531687228961066,0.4180393797812521,18:55:00,18:42:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,1.0,10.0,0.53168,0.4180359481034358,22:15:00,22:05:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,24.0,30.0,19.2487768924797,16.44054690188057,22:50:00,22:20:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,10.0,7.43109493704497,5.474660397354775,23:05:00,22:55:00,San Francisco Bay Area,2012-07-25,2.0,53.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,54.0,13.0,2.0,1.0,2.0,6.0,2.0,2.0,8.0,SAN JOSE,5.0,5.0,8.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,0,2,1,4,2,2,1,2,8,PLEASANT HILL,2.0,PLEASANT HILL,3.0,19.5,11.6,14.5,13.5,51371.95,0.0,0.0,0.0,0.0,1996.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
2.0,1.0,5.0,15.0,5.105975200333,4.19905950952565,08:15:00,08:00:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,0.0,5.0,30.0,18.6795173852607,13.303231744433733,09:00:00,08:30:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,0.0,5.0,30.0,18.6814833763968,13.30381235810844,11:45:00,11:15:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2.0,1.0,5.0,10.0,5.66351265787198,4.198028380447117,12:00:00,11:50:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,0.0,5.0,14.0,15.00316,12.81064249807319,12:15:00,12:01:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,0.0,5.0,30.0,15.0031633206168,12.815645909147694,17:30:00,17:00:00,Greater Los Angeles Area,2012-03-15,1.0,28.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,44.0,31.0,2.0,0.0,2.0,0.0,2.0,1.0,7.0,SANTA CLARITA,5.0,4.0,6.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,5,2,3,4,1,2,1,8,VALENCIA,1.0,VALENCIA,3.0,19.6,7.8,12.9,11.6,43119.5,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,0.0,5.0,75.0,39.4858742778518,26.20033159626096,08:00:00,06:45:00,Greater Los Angeles Area,2012-02-29,1.0,48.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,20.0,2.0,1.0,44.0,41.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,ORANGE,5.0,5.0,5.0,1.0,"[6, 7, nan, nan, nan, nan, nan]",2,2,1,1,2,3,1,1,1,1,5,PASADENA,2.0,PASADENA,2.0,14.7,1.0,7.8,5.5,41201.25,0.0,0.0,0.0,0.0,1995.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,5.0,0.816170690510243,0.4809806276135301,12:05:00,12:00:00,Greater Los Angeles Area,2012-02-29,1.0,48.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,20.0,2.0,1.0,44.0,41.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,ORANGE,5.0,5.0,5.0,1.0,"[6, 7, nan, nan, nan, nan, nan]",2,2,1,1,2,3,1,1,1,1,5,PASADENA,2.0,PASADENA,2.0,14.7,1.0,7.8,5.5,41201.25,0.0,0.0,0.0,0.0,1995.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,5.0,0.974916581987499,0.4809820878886863,13:00:00,12:55:00,Greater Los Angeles Area,2012-02-29,1.0,48.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,20.0,2.0,1.0,44.0,41.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,ORANGE,5.0,5.0,5.0,1.0,"[6, 7, nan, nan, nan, nan, nan]",2,2,1,1,2,3,1,1,1,1,5,PASADENA,2.0,PASADENA,2.0,14.7,1.0,7.8,5.5,41201.25,0.0,0.0,0.0,0.0,1995.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,35.0,7.30960748402488,5.3515480724780335,17:50:00,17:15:00,Greater Los Angeles Area,2012-02-29,1.0,48.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,20.0,2.0,1.0,44.0,41.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,ORANGE,5.0,5.0,5.0,1.0,"[6, 7, nan, nan, nan, nan, nan]",2,2,1,1,2,3,1,1,1,1,5,PASADENA,2.0,PASADENA,2.0,14.7,1.0,7.8,5.5,41201.25,0.0,0.0,0.0,0.0,1995.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,50.0,49.4529613594069,30.73075235086694,23:00:00,22:10:00,Greater Los Angeles Area,2012-02-29,1.0,48.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,20.0,2.0,1.0,44.0,41.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,ORANGE,5.0,5.0,5.0,1.0,"[6, 7, nan, nan, nan, nan, nan]",2,2,1,1,2,3,1,1,1,1,5,PASADENA,2.0,PASADENA,2.0,14.7,1.0,7.8,5.5,41201.25,0.0,0.0,0.0,0.0,1995.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,45.0,39.0567639570406,24.3537041926306,07:55:00,07:10:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
1.0,0.0,5.0,19.0,10.7790475527862,8.155221170300127,16:59:00,16:40:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
2.0,1.0,5.0,19.0,2.94309651718965,1.551493665402594,17:19:00,17:00:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
4.0,3.0,5.0,7.0,0.477722707055366,0.2589005833601763,17:32:00,17:25:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
4.0,3.0,5.0,10.0,2.8836575256092,1.6248894257929594,21:40:00,21:30:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
3.0,2.0,5.0,11.0,3.56062348789701,2.121027867877423,21:58:00,21:47:00,Bakersfield Area,2012-03-30,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,BAKERSFIELD,5.0,6.0,7.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,4,1,1,6,4,2,3,3,39,TEHACHAPI,4.0,TEHACHAPI,3.0,20.2,8.9,14.5,14.3,45042.31,0.0,0.0,0.0,0.0,2005.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
1.0,0.0,5.0,25.0,14.6316410279815,10.298957271319168,06:30:00,06:05:00,Greater Los Angeles Area,2012-03-28,2.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,40.0,1.0,5.0,22.0,43.0,2.0,0.0,2.0,3.0,2.0,2.0,7.0,,,2.0,4.0,1.0,"[2, 3, 4, 5, nan, nan, nan]",2,3,0,1,1,7,3,3,1,3,13,LA HABRA,3.0,LA HABRA,3.0,18.9,5.7,12.3,11.4,44786.89,0.0,0.0,0.0,0.0,1988.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,50.0,23.0366736175312,14.58918690513318,18:50:00,18:00:00,Greater Los Angeles Area,2012-03-28,2.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,40.0,1.0,5.0,22.0,43.0,2.0,0.0,2.0,3.0,2.0,2.0,7.0,,,2.0,4.0,1.0,"[2, 3, 4, 5, nan, nan, nan]",2,3,0,1,1,7,3,3,1,3,13,LA HABRA,3.0,LA HABRA,3.0,18.9,5.7,12.3,11.4,44786.89,0.0,0.0,0.0,0.0,1988.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,20.0,4.41460042520369,4.187342339162507,20:00:00,19:40:00,Greater Los Angeles Area,2012-03-28,2.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,40.0,1.0,5.0,22.0,43.0,2.0,0.0,2.0,3.0,2.0,2.0,7.0,,,2.0,4.0,1.0,"[2, 3, 4, 5, nan, nan, nan]",2,3,0,1,1,7,3,3,1,3,13,LA HABRA,3.0,LA HABRA,3.0,18.9,5.7,12.3,11.4,44786.89,0.0,0.0,0.0,0.0,1988.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,10.0,3.23474390133465,1.740414164626401,20:25:00,20:15:00,Greater Los Angeles Area,2012-03-28,2.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,40.0,1.0,5.0,22.0,43.0,2.0,0.0,2.0,3.0,2.0,2.0,7.0,,,2.0,4.0,1.0,"[2, 3, 4, 5, nan, nan, nan]",2,3,0,1,1,7,3,3,1,3,13,LA HABRA,3.0,LA HABRA,3.0,18.9,5.7,12.3,11.4,44786.89,0.0,0.0,0.0,0.0,1988.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0
2.0,1.0,6.0,30.0,12.70235,10.897624846695884,13:30:00,13:00:00,Stockton Area,2012-03-10,2.0,25.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,62.0,39.0,2.0,0.0,2.0,5.0,3.0,2.0,6.0,LIVERMORE,5.0,2.0,2.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,2,7,4,3,1,4,11,TRACY,4.0,TRACY,3.0,20.9,3.9,12.3,10.4,42372.55,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
2.0,1.0,6.0,30.0,12.702352945435,10.897624846695884,17:30:00,17:00:00,Stockton Area,2012-03-10,2.0,25.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,62.0,39.0,2.0,0.0,2.0,5.0,3.0,2.0,6.0,LIVERMORE,5.0,2.0,2.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,2,7,4,3,1,4,11,TRACY,4.0,TRACY,3.0,20.9,3.9,12.3,10.4,42372.55,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
1.0,0.0,5.0,20.0,13.0538566053712,7.823729811827138,14:30:00,14:10:00,Greater Los Angeles Area,2012-02-29,2.0,33.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,40.0,2.0,5.0,62.0,29.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,SANGER,5.0,2.0,2.0,4.0,"[5, 3, 2, 1, 7, nan, nan]",2,2,4,1,1,8,2,2,1,2,7,LONG BEACH,2.0,LONG BEACH,3.0,16.0,2.0,8.9,6.7,41207.42,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,30.0,12.8719047260101,7.821609982061505,23:15:00,22:45:00,Greater Los Angeles Area,2012-02-29,2.0,33.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,40.0,2.0,5.0,62.0,29.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,SANGER,5.0,2.0,2.0,4.0,"[5, 3, 2, 1, 7, nan, nan]",2,2,4,1,1,8,2,2,1,2,7,LONG BEACH,2.0,LONG BEACH,3.0,16.0,2.0,8.9,6.7,41207.42,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
2.0,1.0,5.0,15.0,4.89039966823615,3.223443141044844,10:15:00,10:00:00,Sacramento Area,2012-03-25,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,60.0,3.0,0.0,54.0,43.0,2.0,2.0,1.0,4.0,0.0,2.0,8.0,ROCKLIN,5.0,5.0,4.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,8,5,2,4,2,20,ROCKLIN,2.0,ROCKLIN,63.0,13.1,6.3,9.1,7.1,44558.68,11.5,11.5,0.0,8.0,2005.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2.0,1.0,5.0,15.0,4.81840518900049,3.223443141044844,11:45:00,11:30:00,Sacramento Area,2012-03-25,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,60.0,3.0,0.0,54.0,43.0,2.0,2.0,1.0,4.0,0.0,2.0,8.0,ROCKLIN,5.0,5.0,4.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,8,5,2,4,2,20,ROCKLIN,2.0,ROCKLIN,63.0,13.1,6.3,9.1,7.1,44558.68,11.5,11.5,0.0,8.0,2005.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
