tottr,hhmem,mode_category,duration_min,trip_distance_miles,arr_time,dep_time,city_from_zip,travel_date,gender,age,citizen,driver_license,transit_pass,car_sharing,employment,job_count,empl_sec_loc,workday_count,hour_per_week,workday_flex,commute_mode,empl_industry,empl_occupation,disabled,transit_trip,transit_subsidy,walk_trips,bike_trips,student,school_grade,school_city,school_mode,education,person_trips,HOVL,Moto_trip,race,workday_range,incentive,vehicle_count,bike_count,residence_type,home_own,income,persons_count,worker_count,student_count,license_count,trip_count,home_city,vehicle_op_count,home_primarycity,WMO_code,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_dur (s),total_ precip (mm),rain (mm),snowfall (cm),precip_hours (h),model_year,body_type,fuel_type1,purchase_type,ownership,transmission,cylinders,veh_type
1.0,0.0,18.0,2.0,2.9627723427889,15:17:00,15:15:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,2.0,2.75140772817745,15:20:00,15:18:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,4.0,1.20502186719263,15:25:00,15:21:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,6.0,6.58968958074851,15:32:00,15:26:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,3.0,3.72737416161924,15:36:00,15:33:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,3.0,0.0,15:40:00,15:37:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,18.0,7.0,2.79837284640919,15:48:00,15:41:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,15.0,7.31082624777772,16:15:00,16:00:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,45.0,24.8166296329511,19:00:00,18:15:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,2.0,1.97988151008475,22:17:00,22:15:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,35.0,23.6516932598351,23:00:00,22:25:00,Sacramento Area,2012-03-13,2.0,56.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,1.0,5.0,61.0,53.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,PLACERVILLE,5.0,3.0,33.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,4,2,1,1,5,2,2,2,2,38,POLLOCK PINES,4.0,POLLOCK PINES,61.0,12.4,10.7,11.6,8.6,42749.7,15.7,15.7,0.0,21.0,1997.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,15.0,6.21543620392075,16:45:00,16:30:00,Fresno Area,2012-03-19,2.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,12.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,,,1.0,3.0,2.0,1.0,1.0,"[1, 2, 3, nan, nan, nan, nan]",1,3,0,1,1,7,3,3,1,3,12,CLOVIS,3.0,CLOVIS,3.0,12.4,2.7,7.5,5.1,43639.7,0.0,0.0,0.0,0.0,2003.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,5.0,10.0,2.4261387031484,19:20:00,19:10:00,Fresno Area,2012-03-19,2.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,12.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,,,1.0,3.0,2.0,1.0,1.0,"[1, 2, 3, nan, nan, nan, nan]",1,3,0,1,1,7,3,3,1,3,12,CLOVIS,3.0,CLOVIS,3.0,12.4,2.7,7.5,5.1,43639.7,0.0,0.0,0.0,0.0,2003.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,5.0,10.0,3.42691403963375,20:25:00,20:15:00,Fresno Area,2012-03-19,2.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,12.0,1.0,5.0,61.0,25.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,,,1.0,3.0,2.0,1.0,1.0,"[1, 2, 3, nan, nan, nan, nan]",1,3,0,1,1,7,3,3,1,3,12,CLOVIS,3.0,CLOVIS,3.0,12.4,2.7,7.5,5.1,43639.7,0.0,0.0,0.0,0.0,2003.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,1.0,10.0,0.25540393553423,13:10:00,13:00:00,Fresno Area,2012-03-23,2.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,35.0,2.0,1.0,44.0,41.0,2.0,10.0,2.0,0.0,2.0,2.0,6.0,FRESNO,15.0,3.0,3.0,,2.0,2.0,"[1, 2, 3, 4, 5, 6, 7]",1,0,0,6,2,2,2,1,1,2,3,FRESNO,0.0,FRESNO,3.0,18.4,7.3,12.6,9.7,44207.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.0,0.255403935534246,14:25:00,14:15:00,Fresno Area,2012-03-23,2.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,35.0,2.0,1.0,44.0,41.0,2.0,10.0,2.0,0.0,2.0,2.0,6.0,FRESNO,15.0,3.0,3.0,,2.0,2.0,"[1, 2, 3, 4, 5, 6, 7]",1,0,0,6,2,2,2,1,1,2,3,FRESNO,0.0,FRESNO,3.0,18.4,7.3,12.6,9.7,44207.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,15.0,0.25540393553423,23:20:00,23:05:00,Fresno Area,2012-03-23,2.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,35.0,2.0,1.0,44.0,41.0,2.0,10.0,2.0,0.0,2.0,2.0,6.0,FRESNO,15.0,3.0,3.0,,2.0,2.0,"[1, 2, 3, 4, 5, 6, 7]",1,0,0,6,2,2,2,1,1,2,3,FRESNO,0.0,FRESNO,3.0,18.4,7.3,12.6,9.7,44207.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,5.0,10.0,3.19281732235605,07:10:00,07:00:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,15.0,2.09694,07:30:00,07:15:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,5.0,2.09694325988376,14:30:00,14:25:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
2.0,1.0,5.0,10.0,3.67509895224214,14:45:00,14:35:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,5.0,1.60730885789654,14:55:00,14:50:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,10.0,1.60071304853385,16:10:00,16:00:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
3.0,2.0,5.0,5.0,3.02698388920259,18:50:00,18:45:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
3.0,2.0,5.0,5.0,3.02167789421313,20:35:00,20:30:00,Riverside-San Bernardino,2012-03-28,1.0,27.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,5.0,92.0,55.0,2.0,30.0,2.0,5.0,2.0,1.0,8.0,STORRS,13.0,5.0,8.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,1,1,1,5,3,1,3,2,14,IMPERIAL,2.0,IMPERIAL,3.0,18.2,5.0,12.0,11.2,44783.58,0.0,0.0,0.0,0.0,2003.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,10.0,2.1337648337519,06:10:00,06:00:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
2.0,0.0,5.0,5.0,2.1337648337514,06:20:00,06:15:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
3.0,1.0,5.0,5.0,1.04569181715098,07:20:00,07:15:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
3.0,1.0,5.0,2.0,2.23453549062185,07:27:00,07:25:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
1.0,0.0,5.0,31.0,24.7873234600754,08:00:00,07:29:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
1.0,0.0,5.0,30.0,24.8971432435683,17:00:00,16:30:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
3.0,1.0,5.0,5.0,2.11507795645094,17:10:00,17:05:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
2.0,1.0,5.0,3.0,2.1337648337514,17:15:00,17:12:00,Riverside-San Bernardino,2012-03-16,2.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,92.0,43.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,,,5.0,9.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,2,2,6,1,5,2,28,IMPERIAL,3.0,IMPERIAL,51.0,18.1,8.5,12.5,11.3,43247.62,0.4,0.4,0.0,3.0,2005.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0
2.0,1.0,6.0,35.0,29.1786448997926,18:35:00,18:00:00,Bakersfield Area,2012-03-25,1.0,52.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,92.0,49.0,2.0,0.0,2.0,5.0,2.0,2.0,8.0,,,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,0,1,1,7,2,2,1,2,8,LEMOORE,2.0,LEMOORE,71.0,13.5,8.5,10.5,8.2,44412.8,24.0,23.8,0.14,19.0,2011.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0
2.0,1.0,6.0,5.0,1.936984603096,19:55:00,19:50:00,Bakersfield Area,2012-03-25,1.0,52.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,92.0,49.0,2.0,0.0,2.0,5.0,2.0,2.0,8.0,,,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,0,1,1,7,2,2,1,2,8,LEMOORE,2.0,LEMOORE,71.0,13.5,8.5,10.5,8.2,44412.8,24.0,23.8,0.14,19.0,2011.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0
2.0,1.0,6.0,5.0,0.275504372699005,20:35:00,20:30:00,Bakersfield Area,2012-03-25,1.0,52.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,92.0,49.0,2.0,0.0,2.0,5.0,2.0,2.0,8.0,,,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,0,1,1,7,2,2,1,2,8,LEMOORE,2.0,LEMOORE,71.0,13.5,8.5,10.5,8.2,44412.8,24.0,23.8,0.14,19.0,2011.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0
2.0,1.0,6.0,38.0,31.4091447881898,21:38:00,21:00:00,Bakersfield Area,2012-03-25,1.0,52.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,92.0,49.0,2.0,0.0,2.0,5.0,2.0,2.0,8.0,,,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,0,1,1,7,2,2,1,2,8,LEMOORE,2.0,LEMOORE,71.0,13.5,8.5,10.5,8.2,44412.8,24.0,23.8,0.14,19.0,2011.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0
1.0,0.0,1.0,10.0,0.416964250602096,11:10:00,11:00:00,Greater Los Angeles Area,2012-03-29,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,1.0,61.0,19.0,2.0,10.0,2.0,15.0,2.0,1.0,8.0,LOS ANGELES,1.0,6.0,4.0,,2.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,1,3,1,1,1,1,4,LOS ANGELES,1.0,LOS ANGELES,3.0,20.0,11.2,14.5,14.4,44914.82,0.0,0.0,0.0,0.0,2009.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,1.0,15.0,0.416964250602199,11:30:00,11:15:00,Greater Los Angeles Area,2012-03-29,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,1.0,61.0,19.0,2.0,10.0,2.0,15.0,2.0,1.0,8.0,LOS ANGELES,1.0,6.0,4.0,,2.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,1,3,1,1,1,1,4,LOS ANGELES,1.0,LOS ANGELES,3.0,20.0,11.2,14.5,14.4,44914.82,0.0,0.0,0.0,0.0,2009.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,1.0,15.0,0.965309424032541,12:55:00,12:40:00,Greater Los Angeles Area,2012-03-29,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,1.0,61.0,19.0,2.0,10.0,2.0,15.0,2.0,1.0,8.0,LOS ANGELES,1.0,6.0,4.0,,2.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,1,3,1,1,1,1,4,LOS ANGELES,1.0,LOS ANGELES,3.0,20.0,11.2,14.5,14.4,44914.82,0.0,0.0,0.0,0.0,2009.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,1.0,15.0,0.965406859018313,15:45:00,15:30:00,Greater Los Angeles Area,2012-03-29,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,1.0,61.0,19.0,2.0,10.0,2.0,15.0,2.0,1.0,8.0,LOS ANGELES,1.0,6.0,4.0,,2.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,1,3,1,1,1,1,4,LOS ANGELES,1.0,LOS ANGELES,3.0,20.0,11.2,14.5,14.4,44914.82,0.0,0.0,0.0,0.0,2009.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1.0,0.0,5.0,43.0,13.068393302693,08:45:00,08:02:00,Greater Los Angeles Area,2012-03-14,2.0,27.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,23.0,2.0,20.0,1.0,0.0,2.0,2.0,8.0,CULVER CITY,6.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,2,5,1,1,1,1,3,LOS ANGELES,1.0,LOS ANGELES,2.0,19.7,6.7,13.0,11.6,42994.15,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
1.0,0.0,5.0,55.0,9.59004502834178,18:40:00,17:45:00,Greater Los Angeles Area,2012-03-14,2.0,27.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,23.0,2.0,20.0,1.0,0.0,2.0,2.0,8.0,CULVER CITY,6.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,2,5,1,1,1,1,3,LOS ANGELES,1.0,LOS ANGELES,2.0,19.7,6.7,13.0,11.6,42994.15,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
1.0,0.0,5.0,19.0,6.84172999788286,21:21:00,21:02:00,Greater Los Angeles Area,2012-03-14,2.0,27.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,23.0,2.0,20.0,1.0,0.0,2.0,2.0,8.0,CULVER CITY,6.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,1,0,6,2,5,1,1,1,1,3,LOS ANGELES,1.0,LOS ANGELES,2.0,19.7,6.7,13.0,11.6,42994.15,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
